text,homophobia,racism,misogyny,xenophobia
"@user eu fico vendo isso e penso ""desvantagens do k-pop esta sendo cada vez mais difundido"" o millenium americano ta tão acostumado com gente que não dança e perfomances sem coreografia que quando veem dança de verdade e sincronia fica bugado",0.0,0.0,0.0,2.0
"@user petista odeia mulher bomita, inteligente e honesta.
se for rica então, essas jornalistas  invejosas do pt se descabelam",0.0,0.0,2.0,0.0
"rt @user si eu pego essas menina eu dou tanta ripada mano, vai ficar feia para de fofoca tmnc",0.0,0.0,2.0,0.0
auge do gay padrão é colocar um ator pornô no icon,2.0,0.0,0.0,0.0
"o jeito que o nordestino pronuncia o t
o jeito que todo o resto só fala merda",0.0,0.0,0.0,2.0
"onde talarico quer fala de talaricagem, ond maconheiro se acha bandido, onde homofóbico come viado, onde piranha briga por homem dos outros, onde você faz A e o povo fala o abecedário todo, onde um tenta ser melhor q o outro sendo q ninguém é melhor q ninguém!!!!!!!!!!!!!!!!!!!!! https://t.co/BlS7H57uO5",2.0,0.0,2.0,0.0
"@user @user @user Fala um clube que corrompia tudo e todos, árbitros incluídos com putas, senhoras do sexo, isso mesmo... 😂😂😂",0.0,0.0,2.0,0.0
kkkkkk eee negãoo,0.0,2.0,0.0,0.0
"mas nem me diga q essa responsa eh minha
eu comi aquela vaca usando 2 camisinha",0.0,0.0,2.0,0.0
"viado, tá muito chatinha eoem",2.0,0.0,0.0,0.0
"meu tio acabo de manda um ""mas o nazismo só existiu pq os alemao sao burro"" 

aiai",0.0,0.0,0.0,2.0
"@user @user ministro Barroso só quis te avisar pra comprar uma pomadinha, vem rola em direção ao seu fiofiozinho. Pensou que STF ia defender o intercePT?",2.0,0.0,0.0,0.0
@user teu cu msr preta😂,0.0,2.0,0.0,0.0
"@user @user vai caçar uma rola, vai mulambo.",1.0,2.0,0.0,0.0
"rt @user um viadinho de férias resumisse nisso

eu acertei 13 de 15! e você? https://t.co/1tsuxt2vtu #testepoptime via @user",2.0,0.0,0.0,0.0
"ficou na minha frente e tals. mas aí a bicha ficou lá de longe falando pro amigo dela sair de perto de mim, que eu era nojenta e num sei oq... eu fiquei de boa, não ia arrumar confusão na porta do meu trabalho. matheus chamou o uber e entramos, quando saímos a bicha gritou",2.0,0.0,0.0,0.0
que piranha gostosa😍,0.0,0.0,2.0,0.0
rt @user mulher faz igual e pior vsf kkkkkkk https://t.co/sjfbpa6kv9,0.0,0.0,2.0,0.0
putinha dois amantes https://t.co/mbvaul5j0v,0.0,0.0,2.0,0.0
penah de você gata kkkkk bai dar o cu que passa,0.0,0.0,2.0,0.0
@user putinha dois amantes,0.0,0.0,2.0,0.0
nesse frio e as bixa brincando de guerrinha de agua,2.0,0.0,0.0,0.0
eu me racho com esses viado no meu trabalho kskskks,2.0,0.0,0.0,0.0
"cê tá doido kkkkkk cadê o respeito cpt kkk mais puta é vc que não vem falar na nossa cara, piranhaaaaaaaaaaaaaa",0.0,0.0,2.0,0.0
rt @user metendo na putinha que gosta de dar o cuzinho gostoso https://t.co/jxqmj6nnml,0.0,0.0,2.0,0.0
@user boiola😔😔😔,2.0,0.0,0.0,0.0
inferno de mulher bicha,2.0,0.0,0.0,0.0
@user ta bom boiola https://t.co/nqskuhayoi,2.0,0.0,0.0,0.0
sofia boiola pela ryujin e pelo park da cheayoung — meu deus? kkkkkkkkkkkkk amoh https://t.co/3thoouqcak,2.0,0.0,0.0,0.0
@user putinha aguenta três pronta pro serviço,1.0,0.0,2.0,0.0
as bichinha chorando eu choro junto,2.0,0.0,0.0,0.0
@user @user me chama na dm que te faço de minha putinha,1.0,0.0,2.0,0.0
"13:40 da tarde e viado fazendo piada com estupro
é inevitável largar a mão da comunidade lgbt",2.0,0.0,0.0,0.0
a ultima foto😭😭😭😭 to mt boiola,2.0,0.0,0.0,0.0
sotaque paulista é muito chatooooooooooooo,0.0,0.0,0.0,2.0
"@user @user @user SÓ drogado noiado,não vão convidar a escrava Isaura, não perceberam que hoje vcs artistas defensores do socialismo viraram chacota,não influenciam ninguém além da turminha insana ,não tem efeito na maioria do povo os protestinhos seus hipócritas.",0.0,2.0,0.0,0.0
"rt @user tu é cearense? 
sou sim! 
pois fala “está música é antiga”
ei man essa musica aí é das zanta",0.0,0.0,0.0,2.0
aborteira que faz textao,0.0,0.0,2.0,0.0
rt @user @user esse nego ta numa balaca nunca antes vista 🤣🤣🤣,0.0,2.0,0.0,0.0
@user ta querendo pegar o bofe do outro vadia,0.0,0.0,2.0,0.0
@user a sorte dele e que não foi um nordestino que lhe esfaqueou!!! pois estes os cabras do nordeste não erram!!!,0.0,0.0,0.0,2.0
pode vimmmm o bande todo suas putinhas kkkkkkk,0.0,0.0,2.0,0.0
@user mineiro.,0.0,0.0,0.0,2.0
"vou chegar já na caipirinha de limão c o viado @user que não sei pq diabos n esta me seguindo, n vai entrar na minha casa",2.0,0.0,0.0,0.0
@user indios se acham mais que todos certo fez o ministro,0.0,2.0,0.0,0.0
rt @user [3/8 12:35] : se ela n茫o fosse t茫o feia e vc t茫o bonita eu ia dizer que s茫o parecidas,0.0,0.0,2.0,0.0
pq que o sul ainda faz parte do brasil ??,0.0,0.0,0.0,2.0
"@user kkkkk da em nada pretinho, tmj馃挆",0.0,2.0,0.0,0.0
"namoral bem na hr que eu chego p pagar o rol锚 soltaram um peido podre mano e cada um teve uma rea莽茫o e aquele viado falando ""jesus de miseric贸rdia"" foi tudo pra mim kkkkkkkkk",2.0,0.0,0.0,0.0
"@user calou , puta",0.0,1.0,2.0,0.0
@user 茅 s茅rio viadao kkkjjkkkk,2.0,0.0,0.0,0.0
"@user Whindersson merece se foder msm. Mlk deixa a mulher sair por ai se esfregando em outros caras e dps fica chateado por ser chamado de corno. Namorar feminista n d谩 bom fica a dica, ja cometi esse erro 3 vezes e smp deu merda.",0.0,0.0,2.0,0.0
sei la voce eh meu xuxuzinho meu caf茅 quentinho meu bolinho ana maria voce eh meu pr铆ncipezinho eu sou simplesmen鈥� 鈥� isso foi a 17 dias e eu tava tao boiola q nem consegui responder te amo morzi https://t.co/WB9ANH1I2A,2.0,0.0,0.0,0.0
@user j谩 parou para pensar que at茅 puta ganha melhor que a gente?,0.0,0.0,2.0,0.0
rt @user se as dominicanas perderem 茅 s贸 pq ela se desconcentram tirando o shortinho do cu,0.0,0.0,2.0,1.0
rt @user nunca vi um macho pra gostar tanto de pegar no pau dos outros igual o changkyun https://t.co/pk0xwprwkn,2.0,0.0,0.0,0.0
茅 muito bom ser fa da taylor e n茫o ser gay insuportavel que acha que a taylor s贸 devia fazer secret session exclusivamente pra ELE jkkkkkkkkkj toma no cu mo莽o,2.0,0.0,0.0,0.0
"@user nem perde tempo ju, bloqueia esse baitola logo.",2.0,0.0,0.0,0.0
otavio qnd manda audio parece que ta brigando kkkkkk sotaque carioca eh foda,0.0,0.0,0.0,2.0
"A advogada Fl谩via Ferronato foi chamada de puta pelo presidente nacional da OAB, Felipe Santa Cruz!
* Isso pode n茫o 茅 feministas, m铆dia raivosa e OAB? Todos caladinhos! #STFVergonhaNacional https://t.co/0ZrP3wCyoL",0.0,0.0,2.0,0.0
"Foi cada vagabunda que tirou a minha paz que hoje eu olho e vejo o quanto eu perdi tempo. Me coloquei no meu lugar e deixei elas gritarem, 茅 aquele ditado, um lobo em sil锚ncio imp玫e mais respeito do que um cachorro latindo!!",0.0,0.0,2.0,0.0
"@user vc tem uma vontade imensa de dar esse ""donut queimado"" para o....deixa pra l谩......",2.0,1.0,0.0,0.0
rt @user @user @user hahahahahahahahahah completamente bitolado. bolha f茅tida paulista. vcs nunca v茫o manipular a hist贸ria!,0.0,0.0,0.0,2.0
@user mas que biba p茫o com ovo feia du cacete! hauhauhauhauhau,2.0,0.0,0.0,0.0
@user entao o b do lgbtq+ e de burro pra krl vc miga,2.0,0.0,0.0,0.0
@user falta prender a bambi,2.0,0.0,0.0,0.0
"@user esse @user é um queima rosca desgraçado hahahahaha recalcada e invejosa, jornalista de taubaté rs...",2.0,0.0,0.0,0.0
"@user não acredito que está comparando lula e dilma com bolsonaro? nunca vi tanta imundície, tbm de onde vc veio é de se esperar",0.0,0.0,0.0,2.0
@user bambi kk,2.0,0.0,0.0,0.0
aposto que essa vaca não vai me pagar hoje.,0.0,0.0,2.0,0.0
putinha da surra de priquito,0.0,0.0,2.0,0.0
@user só puta curte isso man kkk,0.0,0.0,2.0,0.0
rt @user parsa o feminismo q me perdoe mas eu queria só 3m no braço c essa mina zoada do crlh vsf falsa desgraçada,0.0,0.0,2.0,0.0
@user sapatão,2.0,0.0,0.0,0.0
"rt @user eu pensei que eu era feio...

mas tu já viu um nordestino torcendo pra time sulista?",0.0,0.0,0.0,2.0
arrumar conta é coisa de boiola !,2.0,0.0,0.0,0.0
sapatão é foda cara,2.0,0.0,0.0,0.0
"@user safado,cretino bixa ruim,nunca jogou cmjgk morte a lucas berti https://t.co/6fmceslmnl",2.0,0.0,0.0,0.0
"rt @user caralho viado parece o thales, se for ele , que homem foda pqp, muita saudades dele fi https://t.co/9ypfl9bc5t",2.0,0.0,0.0,0.0
"@user carioca não é assaltado, carioca que rouba kkkkk local de fala.",0.0,0.0,0.0,2.0
tu vai fude no céu piranha,0.0,0.0,2.0,0.0
to de boa cabuloso dessa bixa,2.0,0.0,0.0,0.0
"sapatão é foda, não pode beber que vai atrás das ex eu hein",2.0,0.0,0.0,0.0
@user ele tem bicha,2.0,0.0,0.0,0.0
quer ficar magra e bela? enfie o dedo na goela — vai dá meia hora de cú vai https://t.co/fmj3mkvxdc,0.0,0.0,2.0,0.0
perderam o show da puta ontem em,0.0,0.0,2.0,0.0
essa vee é uma tremenda vaca #orangeisthenewblack,0.0,0.0,2.0,0.0
rt @user meu deus mas o sulista nao presta nem pra dançar https://t.co/ostf7dm0x9,0.0,0.0,0.0,2.0
rt @user sulista nasce bonito ai pra equilibra eles fica sequelado https://t.co/nw1wpsbq4l,0.0,0.0,0.0,2.0
